src_id	verse_id	book	chapter	verse	english_text	nagamese_text
EN_NAG_04005	JHN_19_7	John	19	7	[English translation for John 19:7]	Yehudi khan taike jowab dise, “Amikhan bhi niyom ase, aru etu niyom hisab te Tai moribo John 19:8 lxxxii John 19:15 lage, kelemane Tai nijorke Isor laga Putro kowa karone*.”
EN_NAG_04006	JHN_19_8	John	19	8	[English translation for John 19:8]	Karone jitia Pilate etu kotha hunise, tai aru bisi bhoi khai jaise.
EN_NAG_04007	JHN_19_9	John	19	9	[English translation for John 19:9]	Aru tai prodhan sorkari kendra te jaise, aru Jisu ke koise, “Apuni kot pora ahise?” Kintu Jisu taike eku jowab diya nai.
EN_NAG_04008	JHN_19_10	John	19	10	[English translation for John 19:10]	Titia Pilate Taike koise, “Apuni moike eku nakobo? Apuni najane moi Apuni ke chari dibole bhi adhikar ase, aru Apuni ke latkai dibole bhi adhikar ase?”
EN_NAG_04009	JHN_19_11	John	19	11	[English translation for John 19:11]	Jisu taike koise, “Apuni ke upor pora hokti nadile Ami logote eku adhikar nathakibole asele, karone jun Moike dhori kene tumi laga hathte dise etu manu laga paap bisi hoise.”
EN_NAG_04010	JHN_19_12	John	19	12	[English translation for John 19:12]	Etu jowab pora Pilate Taike chari dibole bhabi loise, kintu Yehudi cholawta khan hala kori koise, “Jodi apuni etu manu ke chari dile, apuni Caesar laga sathi nohoi. Kun tai nijorke raja koribo kosis kore, tai Caesar bhirodhi ase.”
EN_NAG_04011	JHN_19_13	John	19	13	[English translation for John 19:13]	Jitia Pilate etu kotha hunise, tai Jisu ke loi bahar ulaise, aru bisar kora singhason te bohise, utu jagah ke “Pavement” mate, kintu Ibrani kotha te “Gabbatha” koi.
EN_NAG_04012	JHN_19_14	John	19	14	[English translation for John 19:14]	Etu somoi to Nistar Purbb laga taiyari kora din asele, aru baroh baji asele, aru tai Yehudi khan ke koise, “Sabi, tumikhan laga Raja!”
EN_NAG_04013	JHN_19_15	John	19	15	[English translation for John 19:15]	Kintu taikhan hala kori, “Taike loijabi, Taike loijabi; Taike Cross te morai dibi!” Pilate taikhan ke koise, “Kile tumikhan laga Raja ke moi Cross te dibo?” Mukhyo purohit khan koise, “Amikhan Caesar nohoile dusra raja nai.” * 19:7 Lev. 24:16. John 19:16 lxxxiii John 19:24
EN_NAG_04014	JHN_19_16	John	19	16	[English translation for John 19:16]	Titia tai Jisu ke Cross te dibole taikhan hathte di dise, karone taikhan Jisu ke loi jaise. Cross Te Morai Diya
EN_NAG_04015	JHN_19_17	John	19	17	[English translation for John 19:17]	Aru Jisu nijor Cross loi kene ekta jagah te jaise juntu ke “Matha laga Hardi jaga” koi, jun to Ibrani kotha te “Golgotha” koi.
EN_NAG_04016	JHN_19_18	John	19	18	[English translation for John 19:18]	Ta te taikhan Jisu ke Cross te dise, aru dusra duijon ke bhi ekjon ephale aru dusra uphale korise, aru Jisu ke majote dise.
EN_NAG_04017	JHN_19_19	John	19	19	[English translation for John 19:19]	Aru Pilate ekta dosh potro likhi kene Cross te dise, aru eneka likha asele: NAZARETH LAGA JISU, YEHUDI KHAN LAGA RAJA.”
EN_NAG_04018	JHN_19_20	John	19	20	[English translation for John 19:20]	Karone, bisi Yehudi khan etu porhise, kelemane Jisu ke latkai diya jaga to sheher usorte thakise. Aru etu chihna ke Ibrani, Latin aru Yunani pora kotha te likhi rakhise,
EN_NAG_04019	JHN_19_21	John	19	21	[English translation for John 19:21]	Titia mukhyo purohit khan aru Yehudi khan Pilate ke koise, “Eneka nalikhibi, ‘Yehudi laga Raja,’ kintu Tai he nijor he koi, ‘Moi Yehudi laga Raja ase.’ ””
EN_NAG_04020	JHN_19_22	John	19	22	[English translation for John 19:22]	Pilate jowab dise, “Ki Moi likhise, etu likhi dise.”
EN_NAG_04021	JHN_19_23	John	19	23	[English translation for John 19:23]	Jitia sipahi khan Jisu ke Cross te latkai dise aru Tai kapra khan char bhag kori sob sipahi ekta-ekta bhag loise, aru Tai kurta bhi, kintu kurta to silai nathaka, upor pora niche tak bona asele.
EN_NAG_04022	JHN_19_24	John	19	24	[English translation for John 19:24]	Karone taikhan apaste kotha korise, “Amikhan etu kurta to naphatai kene chithi kheli koribo, kun naam te ulabo tai he loi lobo†.” Kelemane Shastro te likha ase, “Taikhan Ami laga kapra bhangai loise † 19:24 Psa. 22:18. John 19:25 lxxxiv John 19:32 Aru Moi laga kurta loi chithi kheli loise.” Karone sipahi khan etu kori loise.
EN_NAG_04023	JHN_19_25	John	19	25	[English translation for John 19:25]	Ta te Jisu Cross usorte Tai laga ama aru ama laga bhoini, Clopas laga maiki Mary, aru Mary Magdalene khara asele.
EN_NAG_04024	JHN_19_26	John	19	26	[English translation for John 19:26]	Jitia Jisu Tai laga ama aru Tai morom kori thaka chela khara thaka dikhi kene Tai laga ama ke koise, “Mahila, sabi, apuni laga chokra!”
EN_NAG_04025	JHN_19_27	John	19	27	[English translation for John 19:27]	Titia Tai chela ke bhi koise, “Sabi, apuni laga ama!” Aru etu somoi pora chela pora taike nijor ghor te loi jaise. Jisu Mora
EN_NAG_04026	JHN_19_28	John	19	28	[English translation for John 19:28]	Etu pichete, Shastro te likha khan sob pura hoise janikena Jisu koise, “Moi pyaas lagise.”
EN_NAG_04027	JHN_19_29	John	19	29	[English translation for John 19:29]	Ta te ekta daba te tenga pani bhorta rakhi asele, taikhan kopas te tenga pani bhi jai kene Tai mukh te dise‡.
EN_NAG_04028	JHN_19_30	John	19	30	[English translation for John 19:30]	Jitia Jisu etu tenga pani loise, Tai koise, “Etu pura hoise.” Aru Tai matha niche kori Tai atma di dise§. Jisu Laga Panjar Te Jathi Ghusai Diya
EN_NAG_04029	JHN_19_31	John	19	31	[English translation for John 19:31]	Titia Yehudi khan, kelemane etu taiyar kora din asele, karone gaw to Bisram dinte Cross te narakhi bole - kelemane etu Bisram din to khas din asele,- Pilate logote hudise theng bhangai dibole aru taikhan ke namai dibole*.
EN_NAG_04030	JHN_19_32	John	19	32	[English translation for John 19:32]	Titia sipahi khan ahi prothom laga theng bhangai dise, aru dusra laga bhi junke Jisu logote latkai disele. ‡ 19:29 Psa. 69:21. § 19:30 Luke 23:46; Mark 15:37. * 19:31 Deu. 21:22-23; Mark 15:42. John 19:33 lxxxv John 19:40
EN_NAG_04031	JHN_19_33	John	19	33	[English translation for John 19:33]	Kintu jitia Taikhan Jisu usorte ahise, Tai mori juwa dikhikena Tai laga theng bhangai diya nai.
EN_NAG_04032	JHN_19_34	John	19	34	[English translation for John 19:34]	Hoilebi, sipahi ekjon tai laga jathi loi kene Tai laga pet te ghusai dise, aru khun aru pani ulaise.
EN_NAG_04033	JHN_19_35	John	19	35	[English translation for John 19:35]	Aru jun dikhise tai gawahi dise, aru tai laga gawahi to hosa ase. Tai jane tai hosa koise, karone tumikhan bhi biswas koribi.
EN_NAG_04034	JHN_19_36	John	19	36	[English translation for John 19:36]	Kelemane Shastro te “Tai laga hardi ekta bhi na bhangabo, etu pura hobo karone eneka hoise†.”
EN_NAG_04035	JHN_19_37	John	19	37	[English translation for John 19:37]	Aru, dusra Shastro te koise, “Taikhan nijor jathi pora mari diya ke nijor sabo‡.” Jisu Ke Kobor Diya
EN_NAG_04036	JHN_19_38	John	19	38	[English translation for John 19:38]	Etu sob huwa pichete, Arimathia laga manu Joseph, jun Jisu laga chela asele, -kintu Yehudi khan ke bhoi pora lukai thakise-, Pilate logote ahi Jisu laga gaw ke loi jabole mangise. Pilate taike dibole hukum dise. Karone Joseph ahikena Jisu laga gaw loi jaise.
EN_NAG_04037	JHN_19_39	John	19	39	[English translation for John 19:39]	Nicodemus bhi ahisele, age te jun manu rati te Jisu logote ahisele. Tai myrrh aru aloe khan anise, aru etu to milai kene eksoh pound§ nisena thakise.
EN_NAG_04038	JHN_19_40	John	19	40	[English translation for John 19:40]	Titia taikhan Jisu laga gaw loi kene Yehudi laga moidam diya niyom hisab te mihin kapra loi mitha sugandh tel pora milai loise. † 19:36 Exo. 12:46; Num. 9:12; Psa. 34:20. ‡ 19:37 Zec. 12:10. § 19:39 Itu laga ujon to 30 kgs nisina ase. John 19:41 lxxxvi John 20:8
EN_NAG_04039	JHN_19_41	John	19	41	[English translation for John 19:41]	Aru kun jagate Jisu ke latkai dise, ta te ekta bagan thakise, aru etu bagan te ekta notun kobor thakise, kitia bhi nachola laga thakise.
EN_NAG_04040	JHN_20_42	John	20	42	[English translation for John 20:42]	Aru etu din Yehudi khan laga taiyari din asele, aru etu kobor bisi dur bhi nohoi, karone taikhan Jisu ke ta te he rakhidise. 20 Punoruthan Huwa
EN_NAG_04041	JHN_20_1	John	20	1	[English translation for John 20:1]	Hapta laga prothom dinte, arubi andhera thaka homoi te, Mary Magdalene kobor te ahise, aru kobor pora pathor ke hatai diya dikhi paise.
EN_NAG_04042	JHN_20_2	John	20	2	[English translation for John 20:2]	Titia tai dauri ahikena Simon Peter aru dusra chela junke Jisu morom kore, taikhan ke koise, “Manu khan Probhu ke kobor pora uthai loi jaise, aru amikhan najane Taike kote loi rakhidise.”
EN_NAG_04043	JHN_20_3	John	20	3	[English translation for John 20:3]	Titia Peter aru dusra chela duijon ulaikene kobor te jaise.
EN_NAG_04044	JHN_20_4	John	20	4	[English translation for John 20:4]	Aru duijon polai jai asele, hoilebi dusra chela he Peter pora age kobor te ponchise.
EN_NAG_04045	JHN_20_5	John	20	5	[English translation for John 20:5]	Aru tai jhuki kene bhitor te saise, aru mihin kapra thaka paise, kintu tai bhitor te juwa nai.
EN_NAG_04046	JHN_20_6	John	20	6	[English translation for John 20:6]	Titia Simon Peter tai piche-piche ahise, aru kobor bhitor te jaise. Tai mihin kapra ta te thaka paise
EN_NAG_04047	JHN_20_7	John	20	7	[English translation for John 20:7]	aru Tai matha bandi rakha kapra dikhise. Etu kapra to mihin kapra logote nohoi kintu alag jagate bhal pora lipai kene thaka paise.
EN_NAG_04048	JHN_20_8	John	20	8	[English translation for John 20:8]	Titia dusra chela jun prothom kobor te ponchise, aru bhitor jaise aru dikhi kene biswas korise. John 20:9 lxxxvii John 20:17
EN_NAG_04049	JHN_20_9	John	20	9	[English translation for John 20:9]	Kelemane taikhan etiya tak Tai mora pora jee uthijabo lage, eneka Shastro te kowa ke bujha nai*.
EN_NAG_04050	JHN_20_10	John	20	10	[English translation for John 20:10]	Titia chela khan nijor ghor te wapas jai jaise. Mary Magdalene Logot Te Jisu Ahise
EN_NAG_04051	JHN_20_11	John	20	11	[English translation for John 20:11]	Kintu Mary to kobor bahar te khara kandi thakise, aru jhuki kene kobor bhitor te saise.
EN_NAG_04052	JHN_20_12	John	20	12	[English translation for John 20:12]	Aru sorgodoth duijon ujala kapra pindhi kene kuntu jagate Jisu laga gaw rakhise, ta te ekjon matha phale aru dusra Tai theng phale thaka paise.
EN_NAG_04053	JHN_20_13	John	20	13	[English translation for John 20:13]	Titia taikhan taike koise, “Mahila, kele tumi kandi ase?” Tai taikhan ke koise, “kelemane ami laga Probhu ke uthai loi jaise, aru taikhan Taike kot te rakhidise moi najane.”
EN_NAG_04054	JHN_20_14	John	20	14	[English translation for John 20:14]	Tai etu koi kene piche phale saise, aru Jisu ke ta te khara dikha paise, kintu tai etu Jisu ase koi kene jana nai.
EN_NAG_04055	JHN_20_15	John	20	15	[English translation for John 20:15]	Jisu taike koise, “Mahila kele tumi kandi ase? Tumi kunke bisari ase?” Tai maali ase bhabi kene Taike koise, “Sahab, jodi apuni Taike loi jaise koile Taike kot te rakhidise moike koi dibi tinehoile moi Taike loijabo.”
EN_NAG_04056	JHN_20_16	John	20	16	[English translation for John 20:16]	Jisu taike koise, “Mary.” Tai piche ghuri kene Taike koise Ibrani kotha pora koise, “Rabboni”- mane “Shika manu”.
EN_NAG_04057	JHN_20_17	John	20	17	[English translation for John 20:17]	Jisu taike koise, “Moike na chubi, kelemane Moi etiya Baba logot uporte juwa nai kintu Ami laga bhai khan logote jai kene koi dibi, Moi Ami laga Baba aru tumikhan laga Baba, Ami laga * 20:9 Psa. 16:10. John 20:18 lxxxviii John 20:25 Isor aru tumikhan laga Isor ,Tai logote uporte jai ase.”
EN_NAG_04058	JHN_20_18	John	20	18	[English translation for John 20:18]	Mary Magdalene ahi kene chela khan ke koise, “Moi Probhu ke dikhise,” aru Tai he taike etu sob kotha koise koi kene. Jisu Chela Khan Logot Ahi Dikhaise
EN_NAG_04059	JHN_20_19	John	20	19	[English translation for John 20:19]	Karone, hapta laga prothom din laga saam te chela khan joma korise, taikhan Yehudi khan ke bhoi pora dorja bondh kori rakhise, titia Jisu ahi taikhan majote khara hoise, aru taikhan ke koise, “Shanti hobi tumikhan.”
EN_NAG_04060	JHN_20_20	John	20	20	[English translation for John 20:20]	Aru etu kowa pichete Tai hath aru Tai panjar taikhan ke dikhai dise. Titia taikhan Probhu ke dikhi anondo korise.
EN_NAG_04061	JHN_20_21	John	20	21	[English translation for John 20:21]	Titia Jisu koise, “Shanti hobi tumikhan. Jineka Baba he Moike pathaise tineka Moi tumikhan ke pathai ase.”
EN_NAG_04062	JHN_20_22	John	20	22	[English translation for John 20:22]	Aru jitia Jisu etu koi dise, Tai pora taikhan ke phuki dise, aru koise, Tumikhan “Pobitro Atma grohon kori lobi.
EN_NAG_04063	JHN_20_23	John	20	23	[English translation for John 20:23]	Tumikhan kun laga paap ke khyama kori dise, taikhan khyama pai jabo; aru tumikhan jun laga paap rakhidibo, etu paapkhan thaki jabo.” Jisu Aru Thomas
EN_NAG_04064	JHN_20_24	John	20	24	[English translation for John 20:24]	Kintu Jisu pora baroh jon logote aha somoite Thomas Didymus to chela thaka nai.
EN_NAG_04065	JHN_20_25	John	20	25	[English translation for John 20:25]	Dusra chela koise taike, “Amikhan Probhu ke dikhise.” Kintu tai taikhan ke koise, “Jitia tak moi Tai hathte gojal daag nadikhibo, aru nijor anguli pora gojal laga chenda te hath na nadhalibo, moi biswas nakoribo.” John 20:26 lxxxix John 21:2
EN_NAG_04066	JHN_20_26	John	20	26	[English translation for John 20:26]	Aru ath din pichete Tai chela khan ghor te joma thakisele, aru Thomas bhi taikhan logote thakise. Jisu ahise aru dorja bondh thakise, aru taikhan majote khara koi kene koise, “Shanti hobi tumikhan.”
EN_NAG_04067	JHN_20_27	John	20	27	[English translation for John 20:27]	Titia Tai Thomas ke koise, “Tumi laga anguli yate loi anibi aru Ami laga hath sabi. Aru tumi laga hath loi yate anibi, aru Ami laga panjar te halibi aru abiswasi nathakibi, kintu biswas koribi.”
EN_NAG_04068	JHN_20_28	John	20	28	[English translation for John 20:28]	Aru Thomas Taike koise, “Ami laga Probhu aru ami laga Isor .”
EN_NAG_04069	JHN_20_29	John	20	29	[English translation for John 20:29]	Jisu taike koise, “kelemane tumi Moike dikhi kene biswas korise. Dhonyo ase jun khan dikhi nai, aru biswas kori loise.” Etu Kitab Laga Kotha
EN_NAG_04070	JHN_20_30	John	20	30	[English translation for John 20:30]	Jisu aru bhi bisi chihna Tai chela khan usor pora kori dise, etu kitab te nalikha aru bhi bisi ase,
EN_NAG_04071	JHN_21_31	John	21	31	[English translation for John 21:31]	kintu etu sob likhi rakhise, kelemane, Jisu he Khrista, jun Isor laga Putro ase etu biswas kori bole, aru biswas pora Tai naam te jibon pabo karone ase. Amen. 21 Sat Jon Chela Logot Te Jisu Ula
EN_NAG_04072	JHN_21_1	John	21	1	[English translation for John 21:1]	Etu huwa pichete, arubi Jisu Tai nijor chela khan ke dikhai dise Tiberias nodi kinar te. Tai eneka taikhan ke dikhai dise:
EN_NAG_04073	JHN_21_2	John	21	2	[English translation for John 21:2]	-Simon Peter aru Didymus kowa Thomas, aru Galilee jaga laga Cana town pora Nathaniel aru Zebedee laga duijon chokra aru Tai chela khan kunba eke logote asele. John 21:3 xc John 21:12
EN_NAG_04074	JHN_21_3	John	21	3	[English translation for John 21:3]	Simon Peter taikhan ke koise, “Moi maas dhori bole jai ase.” Taikhan koise, “Amikhan bhi apuni logote jabo.” Titia taikhan joldi jai kene ekta naw te bohi jaise, kintu etu rati taikhan eku bhi pa-a nai.
EN_NAG_04075	JHN_21_4	John	21	4	[English translation for John 21:4]	Jitia phojur hoise, Jisu nodi kinar te khara thakise, hoilebi chela khan etu Jisu ase koi kene jana nai.
EN_NAG_04076	JHN_21_5	John	21	5	[English translation for John 21:5]	Karone Jisu taikhan ke koise, “Jawan khan, khabole kiba ase?” Taikhan Taike koise, “Nai.”
EN_NAG_04077	JHN_21_6	John	21	6	[English translation for John 21:6]	Titia Tai taikhan ke koise, “Naw laga dyna phale tumikhan jal hali dibi, titia tumikhan kiba pabo.” Titia taikhan jal hali dise, aru maas bisi dhori luwa karone tanibo para nai.
EN_NAG_04078	JHN_21_7	John	21	7	[English translation for John 21:7]	Titia juntu chela ke Jisu morom kore, tai pora Peter ke koise, “Etu Probhu ase.” Jitia Simon Peter etu kotha hunise, tai laga bahar kapra pindhi loise- kelemane tai kapra nalagai kene thakise- aru samundar te jap marise.
EN_NAG_04079	JHN_21_8	John	21	8	[English translation for John 21:8]	Kintu dusra chela khan chutu naw te ahise- kelemane taikhan kinar te jabole bisi dur nohoi, dui-sou hath lamba nisena he ase- aru taikhan maas bhorta thaka jal ke tani ani loise.
EN_NAG_04080	JHN_21_9	John	21	9	[English translation for John 21:9]	Jitia taikhan joldi matite ahi jaise, taikhan jui laga koila te maas rakhi thaka, aru roti dikhise.
EN_NAG_04081	JHN_21_10	John	21	10	[English translation for John 21:10]	Jisu taikhan ke koise, “Tumikhan etiya dhori luwa pora maas olop anibi.”
EN_NAG_04082	JHN_21_11	John	21	11	[English translation for John 21:11]	Simon Peter naw te jai kene dangor maas pora bhorta thaka jal ke matite tani anise; ta te bisi thakise hoilebi jal to phata nai.
EN_NAG_04083	JHN_21_12	John	21	12	[English translation for John 21:12]	Jisu pora taikhan ke koise, “Ahibi aru nashta kori lobi.” Kintu ekjon chela khan bhi Taike hudibo mon dangor kora nai, “Apuni kun John 21:13 xci John 21:19 ase?” Kelemane Tai he Probhu ase koi kene taikhan jani loise.
EN_NAG_04084	JHN_21_13	John	21	13	[English translation for John 21:13]	Jisu ahise aru roti aru maas loi kene taikhan ke dise.
EN_NAG_04085	JHN_21_14	John	21	14	[English translation for John 21:14]	Etu tin bar asele Jisu Tai mora pora ji uthija pichete chela khan ke nijor dikhai dise. Jisu Aru Peter
EN_NAG_04086	JHN_21_15	John	21	15	[English translation for John 21:15]	Jitia nashta kori loise, Jisu Simon Peter ke koise, “Simon Peter ,Jonah laga chokra, tumi eitu khan pora bhi Moike bisi morom kore?” Peter Tai koise, “Hoi Probhu moi Apuni ke morom kora Apuni jane.” Jisu taike koise, “Ami laga mer khan ke khila bhi.”
EN_NAG_04087	JHN_21_16	John	21	16	[English translation for John 21:16]	Tai taike aru koise dusra bar ,“Simon Jonah laga chokra, tumi Moike morom kore?” Peter Taike koise, “Hoi Probhu, Apuni he jane moi Apuni ke morom kore.” Jisu taike koise, “Ami laga mer khan ke roikhya koribi.”
EN_NAG_04088	JHN_21_17	John	21	17	[English translation for John 21:17]	Tai taike koise tin bar ,“Simon Jonah laga chokra, tumi Moike morom kore?” Peter udas hoise kelemane Jisu taike tin bar kowa karone, “Moike morom kore?” Tai koise, “Probhu, Apuni he sob jane, moi Apuni ke morom kore.” Jisu taike koise, “Ami laga mer khan ke khila bhi.
EN_NAG_04089	JHN_21_18	John	21	18	[English translation for John 21:18]	Hosa pora Moi tumike kobo, tumi jawan somoite tumi nijor komor bandi kot te jabole mon kore ta te jai thakisele, kintu jitia tumi bura hoi jabo, tumi hath uthaikene dusra pora tumike kapra pindhai aru tumi kot te jabole mon nakore ta te loijabo.”
EN_NAG_04090	JHN_21_19	John	21	19	[English translation for John 21:19]	Titia Jisu etu kowa motlob to Peter kineka moribo aru Isor ke mohima kori bole ase, etu John 21:20 xcii John 21:25 dikhai dibole kowa hoise, aru Tai Peter ke koise, “Ami laga piche koribi.” Jisu Pora Bisi Morom Kora Chela
EN_NAG_04091	JHN_21_20	John	21	20	[English translation for John 21:20]	Titia Peter ghuri piche saise, aru junke Jisu morom kore etu chela jun bhoj kora somoite thik Jisu laga chati usorte jhuki kene hudise, “Probhu, Apuni ke thogai dibole thaka kun ase?”
EN_NAG_04092	JHN_21_21	John	21	21	[English translation for John 21:21]	Karone Peter taike dikhi kene Jisu ke koise, “Kintu Probhu, etu manu kineka hobo?”
EN_NAG_04093	JHN_21_22	John	21	22	[English translation for John 21:22]	Jisu taike koise, “Jodi Moi kobo Moi aru wapas naha tak, taike thaki bole dibo mon korile tumi ki hoise? Tumi Ami laga piche koribi.”
EN_NAG_04094	JHN_21_23	John	21	23	[English translation for John 21:23]	Karone etu chela namoribo koi kene bhai khan majote kotha kori thakise, kintu Jisu taike etu chela namoribo kowa nai kintu, “Jodi Moi aru naha tak taike thaki bole dibo mon korile, tumi ki hoise?”
EN_NAG_04095	JHN_21_24	John	21	24	[English translation for John 21:24]	Etu chela he ase jun pora etu kotha ke gawahi dise, aru etu kotha ke likhi diya hoise, aru tai laga gawahi hosa ase, etu amikhan jani ase.
EN_NAG_04096	JHN_21_25	John	21	25	[English translation for John 21:25]	Kintu aru bhi bisi kaam ase, Jisu kori diya, jodi etu sob kotha ekta-ekta kori likhi jabo koile, ami laga bhabona te kitab likhi bole etu duniya te jagah napabo. xciii Indian Standard Version (ISV) Nagamese The New Testament in the Naga Pidgin language of India: Indian Standard Version (ISV) Nagamese copyright © 2019 Bridge Connectivity Solutions Language: Nagamiz (Naga Pidgin) Contributor: Bridge Connectivity Solutions Pvt. Ltd. This translation is made available to you under the terms of the Creative Commons Attribution Share-Alike license 4.0. You have permission to share and redistribute this Bible translation in any format and to make reasonable revisions and adaptations of this translation, provided that: You include the above copyright and source information. If you make any changes to the text, you must indicate that you did so in a way that makes it clear that the original licensor is not necessarily endorsing your changes. If you redistribute this text, you must distribute your contributions under the same license as the original. Pictures included with Scriptures and other documents on this site are licensed just for use with those Scriptures and documents. For other uses, please contact the respective copyright owners. Note that in addition to the rules above, revising and adapting God's Word involves a great responsibility to be true to God's Word. See Revelation 22:18-19. 2023-04-14 PDF generated using Haiola and XeLaTeX on 11 Jun 2026 from source files dated 23 Apr 2023 302d590c-b57a-5734-9dcb-8a22ed7685c4
EN_NAG_04097	JUD_1_1	Jude	1	1	[English translation for Jude 1:1]	Jude, Jisu Khrista laga ekjon noukar ,aru moi James laga bhai, pora likhi ase kunkhan ke mati loise, Baba Isor laga morom kora khan, aru Jisu Khrista nimite rakhise:
EN_NAG_04098	JUD_1_2	Jude	1	2	[English translation for Jude 1:2]	Daya aru shanti aru morom apuni khan logote bhorta hoi thaki bole dibo. Misa Shika manu Khan Nimite Bisar
EN_NAG_04099	JUD_1_3	Jude	1	3	[English translation for Jude 1:3]	Morom thaka bhai khan, moi khan laga poritran pabole laga kotha apuni khan logote likhi bole kosis korise, aru moi apuni khan ke mon dangor kori dibole nimite etu bhi likhi ase pobitro manu khan nimite ki kaam kori bole dise etu biswas aru mon pora dukh uthaikene hoile bhi kori kene thakibi.
EN_NAG_04100	JUD_1_4	Jude	1	4	[English translation for Jude 1:4]	Kelemane apuni khan majot pora kunba manu khan lukai kene biya rasta te jaise, kunkhan ke poila pora letera kaam kori dibole nimite pathaise, etu biya manu khan pora mangso laga itcha loi kene Isor laga morom logot bodli kori dise, aru taikhan Jisu Khrista Probhu aru Malik ase koi kene namane.
EN_NAG_04101	JUD_1_5	Jude	1	5	[English translation for Jude 1:5]	Etiya moi apuni khan ke etu kobole nimite itcha kori ase- apuni khan etu sob jani kene thakile bhi- Jisu pora Egypt desh pora manu khan ke bachai loise, kintu pichete kunkhan Jude 6 ii Jude 10 Taike biswas kora nai taikhan ke khotom kori dise*.
EN_NAG_04102	JUD_1_6	Jude	1	6	[English translation for Jude 1:6]	Aru sorgodoth kunkhan nijor laga adhikar diya to bhal pora chola nai, kintu taike diya asol jaga to chari dise- Isor pora taikhan ke kitia bhi khuli bole napara laga loha rusi pora bandhi dise, andhera jagate, jitia tak Isor laga bisar laga din ahi kene napunche†.
EN_NAG_04103	JUD_1_7	Jude	1	7	[English translation for Jude 1:7]	Sodom aru Gomorrah aru usorte thaka sheher dusra khan ke kora nisena he, taikhan bhi nijorke bebichari laga kaam te nijorke hali se, aru ki to Isor pora kori bole diya nai etu laga biya itcha kaam khan he korise. Taikhan dusra manu khan nimite ekta sakhi hoise kunkhan norok laga anonto jui te dukh paikene jolibo‡.
EN_NAG_04104	JUD_1_8	Jude	1	8	[English translation for Jude 1:8]	Etu nisena he, sapna dikhi thaka manu khan bhi nijor laga gaw letera kori ase. Kintu taikhan Isor laga adhikar ke mana nai, aru taikhan mohima te thaka khan uporte biya kotha khan kori thake.
EN_NAG_04105	JUD_1_9	Jude	1	9	[English translation for Jude 1:9]	Kintu prodhan sorgodoth Michael bhi, jitia tai bhoot logote lorai kori thakise aru Moses laga morija gaw nimite kotha namili kene thakise, tai uporte ekdom biya laga bisar ani diya nai. Kintu tai koise, “Probhu he tumike gali dibi!”
EN_NAG_04106	JUD_1_10	Jude	1	10	[English translation for Jude 1:10]	Kintu etu manu khan pora taikhan bujibo napara khan laga biya kotha koi kene berai thake, aru taikhan nijor laga ki bhabona pora eneka kore, ekta bhal-biya janibo napara janwar nisena, etu pora he taikhan ke khotom * 1:5 Num. 14:22-23, 30; Heb. 3:16-19. † 1:6 1 Eno. 12:4-31:1; 18:13; 21:2. ‡ 1:7 Gen. 19:11-28; Deu. 29:23; 1 Pet. 2:6. Jude 11 iii Jude 15 kori diye.
EN_NAG_04107	JUD_1_11	Jude	1	11	[English translation for Jude 1:11]	Hai ase taikhan ke! Kelemane taikhan Cain laga rasta te beraise aru Balaam pora galti kora nisena, kiba labh pabole nimite bisarise. Taikhan Korah pora kotha namani kene thaka logote nijorke harai dise§.
EN_NAG_04108	JUD_1_12	Jude	1	12	[English translation for Jude 1:12]	Eitu khan to hoile apuni khan morom laga kha luwa jagate lukai kene thaka ta te ulai thaka jongol nisena ase, aru apuni khan logote sorom nathaki kene eke logote kha luwa kore- taikhan mer rukha manu khan ase kun nijor he khilai. Taikhan pani nathaka badal nisena he ase, aru hawa pora loijai. Taikhan sukha mohina laga ghas te phul ulabole napara nisena he ase- duibar morise, aru jor pora ulaikene phelai dise*.
EN_NAG_04109	JUD_1_13	Jude	1	13	[English translation for Jude 1:13]	Taikhan samundar te biya hawa jai thaka nisena ase, taikhan nijor laga sorom to ulaikene dikhai ase.Taikhan eku asha nathakikena berai thaka tara nisena he ase, aru tai nimite dukh laga andhera to hodai nimite rakhidise†.
EN_NAG_04110	JUD_1_14	Jude	1	14	[English translation for Jude 1:14]	Kintu Enoch bhi, jun Adam laga piche aha ekjon ase, taikhan nimite eneka bhabobani korise, aru koise, “Sabi! Probhu Tai laga hajar-hajar pobitro khan pora thaka khan ke loi kene ani ase‡.
EN_NAG_04111	JUD_1_15	Jude	1	15	[English translation for Jude 1:15]	Tai sob uporte bisar kori bole nimite ahi ase. Kunkhan Isor pora bhal napa laga sob kisim laga beya kaam kori kene thaki ase, aru kiman paapi manu jun Isor ke bhoi nakori kene § 1:11 Gen. 4:3-8; Num. 16: 19-35; 22:7;24: 12-14;2 Pet. 2:15; 1 John 3:12. * 1:12 2 Pet. 2:17. † 1:13 Isa. 57:20; Pro. 25:14. ‡ 1:14 Deu. 33:2; 2 The. 1:7-8. Jude 16 iv Jude 23 tai laga uporte bisi biya kotha koise, eitu khan sob laga uporte bisar kori bole nimite Isor ahi ase.”
